,Brand Name,RXCUI
4012,Loradamed,1020123
4013,Wal-vert,1090509
4014,Allerclear,1369748
4015,Cleartime Indoor & Outdoor Allergies,1650989
4016,Claritin,203576
4017,Claritin-D,216076
4018,Alavert,352401
4019,Tavist Non-Sedating,405348
4020,Alavert D,608666
4021,Wal-itin,700794
4022,Ativan,202479
4023,Loreev,2569566
4024,Lorbrena,2103170
4025,Cozaar,151558
4027,Inveltys,2055282
4028,Alrex,215176
4029,Lotemax,218087
4030,Eysuvis,2464839
4031,Zylet,545256
4032,Credelio,1998899
4033,Xdemvy,2644508
4034,Altoprev,541841
4035,Lyfgenia,2672693
4036,Adasuve,1364415
4037,Amitiza,615205
4038,Surfaxin,1293259
4039,Sentinel Spectrum,1487094
4040,Sentinel Flavor Tabs,1487173
4041,Luzu,1482685
4043,Oxlumo,2467154
4044,Caplyta,2275608
4046,Latuda,1040032
4047,Zepzelca,2374734
4048,Reblozyl,2262907
4049,Mulpleta,2054990
4053,MaxiVision Lutein Formula,835249
4057,ATGAM,1204
4058,Thymoglobulin,225741
4070,L-Formula,643139
4095,Opsumit,1442138
4096,Opsynvi,2677766
4097,Sulfamylon,258054
4099,Ri-Mag Plus,1086967
4105,MG Plus Protein,602859
4106,Maginex,672656
4109,Magonate Reformulated May 2022,2600783
4123,Chloromag,216033
4124,Isolyte S,217806
4125,Mag 64,218160
4126,Physiolyte,219241
4127,Physiosol,219242
4128,Normosol-R,32014
4129,Plasma-lyte 148,33829
4130,Plasmalyte A,33834
4146,Citroma,216074
4147,Mag-G,218163
4148,Magonate,218181
4149,Magtrate,218184
4151,Pedia-Lax Chewable,1088240
4158,Phillips Milk of Magnesia,219233
4165,Mag-Tab,218164
4171,Beelith,261459
4172,Phillips' Cramp-free,723736
4173,Magmilax,890855
4174,Mag-Ox 400,93204
4175,Uro-Mag,94474
4177,Percogesic Backache,1233713
4178,Doans,151653
4180,Nuprin Backache,218815
4181,MST 600,762869
4185,Tis-U-Sol,220326
4186,Sutab,2465558
4190,Ovide,261602
4191,Salivasure,1658681
4201,Osmitrol,202697
4202,Bronchitol,2475836
4203,Livmarli,2571080
4204,Selzentry,728648
4205,Marboquin,2359237
4206,Delaquin,2634535
4207,Fluroflox,2636794
4208,Zeniquin,897093
4209,Margenza,2474029
4210,Livtencity,2586074
4211,Comfor-trate,2667985
4212,Ceritant,2675595
4213,Emeprev,2691285
4214,Cerenia,867562
4215,Hympavzi,2697141
4216,Camzyos,2600873
4217,Xolremdi,2684027
4218,Priorix,2603510
4219,M-M-R II,218128
4220,ProQuad,606051
4221,Emverm,1737783
4222,Vermox,202972
4223,Vecamyl,1373003
4224,Increlex,614390
4225,Valchlor,1437556
4226,Verticalm,1251680
4227,Wal-Dram 2,1673792
4228,Bonine,1694
4229,Dramamine Nausea Relief,2110522
4230,Dramamine Less Drowsy,827176
4231,Antivert,91818
4232,Zentrip,996063
4236,Placadine,2587579
4237,Zenalpha,2601590
4238,Depo-Provera,202886
4239,Provera,202888
4240,depo-subQ provera,545467
4241,Immiticide,1012538
4242,Restone,1094326
4243,Melatonex,1245031
4245,Metacam,1086708
4246,Loxicom,1364057
4247,Meloxidyl,1439977
4248,Ostilox,1482670
4249,Mobic,152699
4250,Vivlodex,1722350
4251,Qmiiz,2118582
4252,Alloxate,2267587
4253,Anjeso,2281107
4255,Meloxivet,2621702
4256,Alkeran,151325
4257,Evomela,1745086
4258,Hepzato,2671192
4260,Namenda,405206
4261,Trumenba,1593136
4262,Bexsero,1601403
4263,Penbraya,2670561
4264,Penmenvy,2705462
4265,Fisherman's Friend,1014606
4266,Canker Complete,1020429
4272,Perform,1043225
4273,Biofreeze,1043229
4274,Cold Spot,1043235
4279,Osmoflex,1050944
4280,Castiva Cooling,1085722
4283,Thera-Gesic Plus,1086943
4284,Risamine,1087181
4286,Flexall,1087513
4287,Polar Frost,1089080
4290,Xoten,1093360
4292,Eucerin Calming Itch Relief,1098348
4293,Mane 'N Tail Mineral Ice,1098409
4295,Myorx,1102254
4296,Organix Complete,1111083
4297,Counteract Cough Drops,1112206
4299,Koldets Cough Drop,1146108
4302,MyoGesic-CS,1189157
4304,Wellpatch Backache Relief,1232422
4305,Numotizine,1233197
4306,Therastat,1237019
4307,Thoracol,1237026
4309,PrameGel Reformulated Apr 2012,1251280
4311,Eagle Brand Medicated Oil,1293431
4314,Rocainol,1306906
4317,Berri-Freez,1363896
4318,Fast Freeze Naturally Cool,1365991
4322,Lypsyl,1421012
4323,Kineticream,1424352
4327,Ling Nam Ultra Balm,1433201
4333,Equi-Block LT Formula,1489406
4334,Granulotion Medicated Lotion,1492399
4337,Calmodrox,1549713
4342,Canker Cover,1725070
4344,Lysine Plus,1812681
4349,Cramergesic,1923238
4355,Jakemans,2046630
4358,Luden's Dual Relief,2056064
4359,Arthritis Hot Pain Relief,2105943
4360,ActivICE,2119850
4361,Absorbine Jr.,214953
4363,Mineral ice,218388
4364,N'ICE,218554
4365,Stopain,220038
4366,Celadrin,2380349
4371,Tricylate,2685256
4373,Calprotect,2702493
4377,Absorbine,658745
4378,Ricola,701193
4382,ActivOn Joint & Muscle,707406
4385,Arthricare for Women Pain Relieving Nighttime,730029
4387,Luden's,753517
4391,Halls,802710
4392,Cepacol Sore Throat from Post Nasal Drip,804623
4395,Thera-Gesic,94296
4397,Bigeloil,993749
4398,Absorbine Veterinary,993827
4399,Analgesic Balm GRX,998598
4400,Demerol,282381
4402,Carbocaine,2021
4403,Scandonest,543865
4404,Polocaine,684878
4405,Nucala,1720602
4407,Purixan,1536485
4408,Vabomere,1946647
4409,Delzicol,1368955
4410,Canasa,196493
4411,Pentasa,196495
4412,Asacol,196496
4413,Rowasa,202834
4414,Zaldyon,2108907
4415,Lialda,686430
4416,Apriso,825131
4417,Mesnex,218330
4418,Metaxall,1720607
4419,Skelaxin,204315
4420,Metaxal,2703262
4423,Kombiglyze,1372730
4424,Janumet,1372738
4425,Glucophage,151827
4431,Zituvimet,2677156
4432,Riomet,405304
4433,Actoplus Met,602411
4434,Glumetza,645109
4435,Methadose,152751
4436,Dolophine,202370
4437,Diskets,670009
4438,Desoxyn,224965
4445,Hiprex,151856
4448,Azo Urinary Tract Defense,1721429
4449,Cystex,216310
4451,Urex,220684
4452,Uroqid-Acid No.2,220703
4457,Felanorm,2687700
4458,Felimazole,861969
4494,Robaxin,202955
4495,Tanlor,2690995
4496,Brevital,227282
4497,Otrexup,1441403
4498,Rasuvo,1544379
4499,Xatmep,1921593
4500,Reditrex,2377334
4501,Jylamvo,2671457
4502,Trexall,284900
4503,Uvadex,285101
4504,Mircera,1591957
4505,Pamine,219055
4506,Celontin,225235
4507,Metvixia,744988
4514,Gordogesic,1088837
4519,Veneno de Abeja Aceite de Vibora,1117107
4535,Kofal,2273240
4544,Citrucel,92170
4553,Provayblue,1788985
4559,Methergine,227555
4560,Relistor,796436
4563,Quillivant,1312584
4564,Aptensio,1648175
4565,QuilliChew,1727444
4566,Cotempla,1926841
4567,Relexxii,2052821
4568,Adhansia,2119550
4569,Jornay,2168839
4570,Ritalin,224917
4571,Methylin,261572
4572,Concerta,284704
4573,Metadate,594111
4574,Daytrana,631252
4575,HybriSil,1100388
4576,Medrol,202702
4577,Solu-Medrol,203856
4578,A-MethaPred,203857
4579,Depo-Medrol,22584
4582,Methitest,541521
4584,Pileran,1431137
4585,Gimoti,2380565
4586,Metozolv,863583
4587,Reglan,9230
4588,Lopressor,203344
4589,Kapspargo,2047761
4591,Toprol,865575
4592,Myalept,1491630
4593,Rosadan,1148395
4594,Nuvessa,1604332
4595,Flagyl,202866
4596,MetroGel,202869
4597,MetroCream,218343
4598,MetroLotion,218345
4599,Noritate,218778
4600,Likmez,2667643
4601,Vandazole,606381
4602,Nydamax,701916
4604,Metopirone,203002
4605,Demser,151594
4606,Mycamine,583520
4607,Ting AF,1039537
4608,Hongo Killer Ultra,1088741
4610,Inzo,1090751
4612,Femmesil,1250644
4613,MacerRx,1425862
4614,Zeasorb,1437789
4615,Lagicam,1439998
4616,Aloe Vesta Antifungal,1486842
4617,Silka Powder,1739212
4619,Conazol Miconazole,2121944
4620,Baza,215581
4621,Cruex Prescription Strength,216284
4622,Dermagran,216476
4623,Desenex,216493
4624,Fungoid,217221
4625,Micatin,218354
4626,Ony-Clear,218892
4627,Vagistat,227386
4629,Micro-Guard,352771
4630,Monistat,358859
4631,Vusion,617627
4632,DermaFungal,617655
4633,Tetterine,723788
4634,Critic-Aid Clear,759418
4635,Triple Paste AF,802675
4636,Micaderm,864092
4637,Surolan,891150
4638,Oravig,969073
4639,Seizalam,2057960
4640,Nayzilam,2173495
4641,Rydapt,1919089
4642,Korlym,1245263
4643,Mifeprex,284781
4644,Galafold,2054258
4645,Yargesa,2642345
4646,Opfolda,2667427
4647,Zavesca,356766
4648,Trifexis,1372727
4651,Interceptor Plus,2058476
4652,Milbeguard,2106983
4653,MilbeMite,545169
4654,INTERCEPTOR,95758
4655,Savella,833136
4656,Impavido,1495065
4657,Stye,1053143
4658,Lubrifresh P.M.,1086610
4659,Altalube,1088143
4660,Tears Naturale PM,1089808
4661,Soothe Night Time,1235258
4662,Soothe Mineral Oil,1594958
4664,Kondremul Plain,217916
4665,Moisture Eyes PM,606031
4667,Ximino,1302651
4668,Minocin,152056
4669,Minolira,1941484
4670,Amzeeq,2257674
4671,Zilxi,2375334
4672,Arestin,352444
4673,Solodyn,630820
4674,Cleeravue-M,762417
4675,Rogaine,225702
4676,Regoxidine,2264759
4677,Head & Shoulders Scalp X,2584337
4678,Kynamro,1367844
4679,Myrbetriq,1300792
4680,Omvoh,2668393
4681,Remeron,134774
4682,Mirataz,2049252
4683,Elahere,2621555
4684,Cytotec,151578
4686,Pyrukynd,2594474
4687,Mitosol,1244554
4688,Mutamycin,204298
4689,Jelmyto,2375819
4690,Lysodren,204257
4691,Exkivity,2570743
4692,Provigil,219484
4693,Poteligeo,2054082
4694,Varenzin,2637541
4695,Lagevrio,2603735
4696,Ojjaara,2665211
4697,Propel,1148520
4699,Nasonex,153376
4702,Sinuva,1995984
4703,Posatex,2105738
4704,Ryaltris,2591807
4707,Asmanex,616812
4709,Bafiertam,2393588
4710,Singulair,153889
4711,Arymo,1871435
4712,Kadian,203240
4713,MS Contin,203354
4714,Duramorph,203355
4715,Infumorph,203358
4716,Mitigo,2055303
4717,Astramorph,885779
4718,Lunsumio,2625131
4719,Aphexda,2664902
4720,Lumoxiti,2099310
4721,Cydectin,1047076
4723,Quest Plus,1488308
4724,Proheart 6,1551502
4725,Proheart,2178769
4726,Simparica TRIO,2281737
4730,Tauramox,2634903
4733,Moxisolv,2694830
4734,Avelox,261456
4735,Vigamox,405392
4739,Muricin,1367112
4740,Bactroban,227591
4741,Pirnuo,2286610
4742,Centany,404925
4743,Cellcept,152633
4744,Myhibbin,2684846
4745,Myfortic,579570
4746,Cesamet,385716
4747,Relafen,203754
4748,Adstiladrin,2644441
4749,Corgard,151549
4750,Synarel,53524
4751,Naftin,218564
4752,Symproic,1876604
4753,Opvee,2639722
4754,Movantik,1551918
4757,Narcan,197117
4758,Kloxxado,2540704
4759,Zimhi,2589614
4760,Rextovy,2680735
4761,Rezenopy,2704892
4763,ReVia,152092
4765,Vivitrol,636556
4766,Advanced Eye Relief Redness Instant Relief,1098363
4767,AK-Con,204182
4768,Naphcon A,218598
4769,Opcon-A,218893
4770,Privine,225201
4771,All Clear,470149
4774,Anaprox,202399
4775,Naprosyn,203012
4776,Aleve,215101
4777,Naprelan,218599
4778,Wal-Proxen,643130
4779,Treximet,794765
4780,Amerge,153442
4781,Tysabri,492635
4782,Natacyn,202743
4783,Danyelza,2474240
4784,Byvalson,1798282
4785,Bystolic,751613
4786,Portrazza,1723746
4787,Alocril,262233
4788,Rivfloza,2675305
4789,Menactra,596702
4790,Menquadfi,2360584
4793,Menveo,901515
4809,Arranon,613324
4810,Viracept,134526
4811,Nemluvio,2691317
4818,Neovet,1366647
4830,Bloxiverz,1429278
4832,Ilevro,1365862
4833,Nevanac,613876
4834,Nerlynx,1940649
4835,Rhopressa,1992869
4837,Akynzeo,1552344
4838,Viramune,224890
4840,Endur-Acin,1088776
4844,Endur-Amide,2001475
4845,Endur-Thine,2001487
4846,Niacor,218728
4849,Slo-Niacin,219957
4850,Niaspan,346366
4867,Cardene,151490
4868,Thrive,1011867
4869,Habitrol,203781
4870,Nicorette,203808
4871,Nicotrol,218734
4872,Nicoderm C-Q,352799
4873,Nicorelief,605815
4874,Procardia,203423
4875,Afeditab CR,542720
4876,Lampit,2397986
4877,Danziten,2698565
4878,Tasigna,735866
4879,Nilandron,218741
4880,Nymalize,1423768
4881,Nimotop,196516
4882,Ofev,1592743
4883,Zejula,1918237
4885,Ogsiveo,2670638
4886,Beyfortus,2642408
4887,Sular,220081
4888,Alinia,352403
4889,Capaction,2571992
4890,Capstar,880635
4891,Nityr,1941465
4892,Orfadin,326381
4893,Ulspira,2702867
4894,INOmax,405139
4895,Macrobid,152001
4896,Macrodantin,203054
4897,Furadantin,258353
4900,Rectiv,1114467
4901,Nitrolingual,151177
4902,Gonitro,1799429
4903,Nitro-Dur,202508
4904,Nitro-Bid,202516
4905,Nitrostat,202525
4906,NitroMist,705130
4907,Nipride,1876369
4908,Opdivo,1597881
4909,Opdualag,2596780
4911,Axid AR,215493
4912,Anktiva,2682686
4913,Conceptrol,154762
4914,Encare,216892
4915,VCF Contraceptive,220714
4916,Gynol II,809438
4919,Levophed,227559
4923,Aygestin,215496
4926,Gallifrey,2696249
4928,Pamelor,7866
4929,Albadry,1484869
4930,Spinraza,1863561
4931,Bio-Statin,215681
4932,Nystop,218830
4933,Nyamyc,584411
4934,Aucatzyl,2700169
4935,Ocaliva,1798365
4936,Anthim,1746911
4937,Gazyva,1442694
4938,Apoquel,1487012
4939,Ocrevus,1876381
4941,Sandostatin,196457
4942,Bynfezia,2360544
4943,Mycapssa,2380612
4945,Bylvay,2563984
4946,Kesimpta,2390950
4947,Arzerra,876301
4948,Floxin,202458
4949,Ocuflox,218853
4950,Zyprexa,135423
4951,Lybalvi,2570393
4953,Lynparza,1597588
4954,Lartruvo,1855740
4955,Tryngolza,2701424
4956,Olinvyk,2392235
4957,Xenpozyme,2610412
4958,Clinolipid,1986374
4960,Benicar,327503
4963,Striverdi,1546064
4964,Stiolto,1651267
4966,Pataday,686434
4967,PATANASE,795090
4968,Dipentum,49131
4969,Rezlidhia,2623649
4970,Synribo,1356689
4971,Nuzyra,2059275
4972,Xolair,356767
4973,Skyclarys,2631937
4975,Lovaza,278346
4979,Prilosec,203345
4981,Konvomep,2625145
4982,Zegerid Reformulated Aug 2006,646341
4983,UlcerGard,994511
4984,Omlonti,2612696
4985,Zolgensma,2170231
4986,Zofran,66981
4987,Zuplenz,998029
4988,Ongentys,2362173
4989,Neumega,139993
4991,Orbax,995901
4994,Orbactiv,1547616
4995,Kimyrsa,2532362
4996,Xenical,226918
4997,Alli,708361
4998,Primor,991680
5001,Tamiflu,261657
5002,Isturisa,2286276
5003,Tagrisso,1721566
5004,Osphena,1370977
5005,Vivjoa,2602583
5006,Oxandrin,224933
5007,Daypro,157381
5008,Coxanto,2668163
5009,Oxtellar,1365655
5010,Trileptal,261680
5011,Synanthic,1085717
5012,Anthelcide EQ,1009346
5013,Oxistat,218977
5014,Xywav,2393800
5015,Lumryz,2636823
5016,Xyrem,353098
5017,Ditropan,151651
5018,Oxytrol,356886
5019,Gelnique,831887
5020,Clorpactin WCS-90,92187
5022,Oxaydo,1664443
5023,Xtampza,1790528
5024,Roxybond,1944530
5027,Oxycontin,218986
5028,Roxicodone,219740
5031,Sinufrin Plus,1313909
5032,Qlearquil Nasal Decongestant,1550033
5033,Kovanaze,1809051
5034,Rhofade,1869817
5035,Afrin,215051
5036,Allerest 12 Hour Nasal Spray,215129
5037,Duramist Plus,216790
5038,Four-Way,217206
5039,Neo-Synephrine 12 Hour,218667
5040,Nostrilla,218784
5041,Sinex Long-Acting,219922
5042,Upneeq,2391750
5043,Zicam Sinus Relief,405409
5044,Dristan 12-Hour Nasal Spray,702024
5045,Sudafed OM,808046
5049,Noromycin,1013699
5050,Bio-Mycin,1094904
5051,Terra-Vet,1607969
5052,Vetrimycin,1812264
5053,Agrimycin,1812269
5054,Terramycin,202964
5056,Liquamycin,631399
5057,Pitocin,227199
5058,Zeposia,2288407
5059,Xepi,1994746
5060,Paremyd,219111
5061,Abraxane,589511
5062,Vonjo,2595249
5063,Ibrance,1601381
5064,Kepivance,545354
5065,Erzofri,2699343
5066,Invega,686438
5067,Synagis,220141
5069,Posfrea,2688833
5070,Sohonos,2663961
5075,Aqua-Ban,215374
5076,Vectibix,675979
5077,Farydak,1603356
5079,Protonix,261624
5088,Natpara,1602024
5089,Zemplar,221005
5090,Humatin,227565
5091,Paxil,114228
5092,Brisdelle,1430123
5093,Pexeva,541657
5094,Signifor,1364110
5095,Veltassa,1716210
5096,Onpattro,2053525
5097,Votrient,867503
5098,Palforzia,2279411
5099,Luden's Drops,1044439
5101,Halls Breezers,1242247
5103,Oncaspar,224911
5104,Empaveli,2557387
5105,Syfovre,2630849
5106,Fulphila,2048021
5107,Udenyca,2102695
5108,Ziextenzo,2260705
5109,Nyvepria,2469336
5110,Fylnetra,2602783
5111,Stimufend,2613765
5112,Neulasta,353501
5113,Pegasys,358338
5114,Sylatron,1099049
5115,Pegintron,493032
5116,Plegridy,1546173
5117,Krystexxa,1011654
5118,Elfabrio,2637458
5119,Palynziq,2046366
5120,Somavert,356771
5121,Keytruda,1547550
5122,Pemfexy,2590673
5123,Pemrydi Rtu,2637960
5124,Axtle,2699335
5125,Alimta,323879
5126,Pemazyre,2359335
5127,Pemgarda,2677807
5128,Denavir,216450
5129,Cuprimine,202724
5130,D-Penamine,2103013
5131,Depen,216462
5132,Bactracillin G,1050108
5133,Norocillin,1050112
5134,Go-dry,1438119
5135,Masti-clear,1438132
5138,Bicillin L-A,215674
5139,Bicillin,225110
5140,Extencilline,2671688
5141,Lentocilin,2684986
5142,Pfizerpen,8096
5143,NebuPent,218646
5144,Pentam,495527
5145,Talwin,8002
5146,Euthasol,1100450
5147,Fatal-Plus,1602557
5148,Nembutal,204354
5149,Euthaphen,2626481
5150,Pentobarsol,2626488
5151,Pentosol,2626641
5152,Elmiron,155043
5153,Zycosan,2635093
5154,Nipent,152115
5155,Rapivab,1598078
5156,FYCOMPA,1356558
5159,Miebo,2637552
5160,Prascend,1191349
5162,Aceon,261438
5163,Acticin,214998
5164,Elimite,216875
5165,Nix Cream Rinse,218756
5166,Perjeta,1298949
5170,MoistureWorx,1044453
5171,Corona Udder Butter,1044460
5174,Aquaphor,1052951
5175,Critic-Aid Clear Moisture,1052997
5177,Baza Clear,1085648
5180,DermaPhor,1088722
5184,Soothe & Cool Skin Paste,1302172
5186,Welmedix Homecare Pro,1427955
5187,Welmedix Homecare Pro Fragile Skin,1427961
5188,Balmex Ointment,1492067
5190,Z-Guard,1737550
5192,Lantiseptic Protective,1745850
5194,DermaCerin,2108088
5195,Ilex Skin,217709
5196,Uni Salve,220619
5197,Vaseline,224932
5200,Desitin Clear,705849
5202,Sayman Salve,792611
5203,Resinol,827246
5204,Soothe & Cool Moisture Barrier,827257
5205,Dermafix,866164
5207,Aloe Vesta Protective Barrier,866788
5208,Turalio,2183126
5209,Azo Urinary Pain Relief,215502
5210,Baridium,215562
5211,Prodium,261622
5212,Uristat,353067
5213,Uricalm,672813
5214,Pyridium,8998
5215,Melfiat,224912
5216,Nardil,203799
5219,Alahist D,2286593
5222,Sezaby,2624720
5224,Ulcerease,1089947
5229,Cepastat,215946
5230,Mycinette Sore Throat Spray,218505
5231,Unguentine,220612
5232,Chloraseptic Spray,262110
5233,Castellani Paint,305064
5234,Ora Relief,643816
5235,Dibenzyline,203778
5236,Qsymia,1372703
5237,Lomaira,1810299
5238,Adipex-P,332
5239,Ryzumvi,2677794
5240,OraVerse,798396
5288,Equizone,1292466
5289,Equi-Phar,1365694
5290,Vetribute,1487274
5291,Butatron,1928077
5292,Pributazone,995494
5293,Buphenyl,215778
5294,Pheburane,2610129
5295,Relyvrio,2613969
5296,Olpruva,2626370
5298,Wal-Four,1087044
5299,Wal-Phed PE,1090084
5301,Sudo-Tab,1358838
5302,Nasopen PE,1360728
5303,Biorphen,151441
5305,Vazculep,1542381
5309,Neo-Synephrine,204346
5310,Mydfrin,218512
5313,Rhinall,261640
5314,Immphentiv,2634229
5315,Mydcombi,2638482
5316,Nasop,542384
5317,Sudafed PE,603256
5318,Sudogest PE,603273
5320,Little Noses Decongestant,669264
5325,Medicone Hemorrhoidal,864086
5328,Proin,1151104
5337,Dilantin,202740
5339,Phenytek,352891
5345,Anticholium,2666369
5349,Salagen,202959
5350,Pilocar,219244
5351,Vuity,2584553
5352,Qlosi,2695440
5353,Isoptocarpine,6055
5354,Nuplazid,1791692
5355,Elidel,306865
5356,Vetmedin,1110787
5358,Actos,261442
5361,Zosyn,74170
5362,Herklin,1988405
5363,Vanalice,2058504
5364,Tegrin-LT Shampoo,220200
5365,Liceout,2599620
5366,RID,35607
5367,Pronto,384685
5368,Stop Lice Maximum Strength,643945
5369,Pronto Plus,729770
5370,Esbriet,1592280
5371,Keratolux (piroctone),2171133
5372,Feldene,197288
5373,Jaypirca,2629344
5374,Zypitamag,2001255
5375,Nikita,2689113
5376,Livalo,861612
5377,Wakix,2197885
5378,Plasmanate,358340
5379,Ryplazim,2557206
5380,Zemdri,2049554
5381,Trulance,1873760
5382,Mozobil,735381
5383,Condylox,203492
5384,Podocon,1245741
5385,Polivy,2174096
5386,Varithena,1484399
5387,Asclera,968174
5390,Ipol,287617
5406,Therabloat,1314493
5408,PureLax,1010729
5409,GentleLax,1049420
5410,HealthyLax,1088528
5411,Gavilyte-H,1718985
5412,Miralax,261575
5413,Golytely,26180
5414,Comfortlax,2695446
5415,NuLytely,41656
5417,TriLyte,763604
5418,GaviLyte-C,850436
5419,Gavilyte-G,857045
5420,GaviLyte-N,857051
5421,Gavilax,876188
5422,ClearLax,880403
5423,Blink Tears,1094099
5424,Hypotears,227192
5429,Polytrim,128790
5442,Iferex,1038807
5448,Nu-Iron 150,218795
5449,Hematex,2270060
5451,Ferrex-150,405074
5455,EZFE,731373
5462,Viva-Drops Lubricating Eye Drops,1090069
5463,Adequan,1085959
5464,MiniDrops,1046284
5465,Murine Dry Eyes,1314870
5467,Stye Soothing Relief,2586177
5468,Freshkote,630978
5469,Pomalyst,1369719
5470,Iclusig,1364353
5471,Marquis,892105
5472,Ponvory,2532306
5473,Curosurf,48519
5475,Noxafil,356772
5481,Effer-K,216861
5482,Klor-Con/EF,217909
5485,Ceo-Two,636183
5486,KBrovet,1251696
5496,Klor-Con,217905
5499,Thermotabs,220298
5503,Pokonza,2665270
5518,K-Tab,93028
5521,Urocit-K,220697
5522,RenaKare,1423308
5523,Renaplus,1593627
5524,ThyroSafe,1086471
5525,Iosat,1111700
5528,SSKI brand of Potassium Iodide,544594
5529,ThyroShield,723798
5530,Styptstix,1536596
5531,Avoca,2049631
5532,Fluorimax Sensitive,2603757
5533,Fluoridex Daily Defense Sensitivity,847011
5534,Prevident 5000 Sensitive,999714
5537,K-Phos Neutral,217852
5538,K-Phos No 2,217853
5540,K-Phos,542409
5541,Phospha 250 Neutral,607414
5546,iVizia,2586182
5548,Ovadine,1044262
5549,Dermawound,1432881
5550,Betadine,202750
5551,Clinidine,216094
5552,Efodine,216867
5553,Iodex,27721
5554,Summer's Eve Medicated,898393
5555,Veopoz,2663947
5556,Veraflox,1367275
5557,Pradalex,2680717
5558,Folotyn,865180
5559,Protopam,1486892
5561,Gavreto,2394942
5562,Mirapex,218402
5563,Symlin,356774
5564,Vagisil Wipes,1039547
5565,Callergy Clear,1088421
5568,Tronolane Anesthetic,1098237
5570,Eczemin,1233204
5572,New-Skin Poison Ivy,1374779
5573,Dermal-Soothe,1424250
5574,Ivarest Poison Ivy Itch Spray,1600919
5577,Calaclear,215810
5579,Caladryl Clear,215812
5583,Prax,219336
5584,Proctofoam,219426
5592,Summers Eve Anti-Itch,606239
5594,Curasore,829562
5598,Intrarosa,1927689
5599,Effient,855813
5600,Pravachol,203333
5603,Virbantel,1808839
5604,Biltricide,204264
5605,Droncit,204265
5613,Drontal,892306
5615,Triple Wormer,905254
5617,Sentry HC Worm X Plus,996020
5618,Minipress,71515
5619,Dermatop,216485
5620,Prednistab,1191678
5621,Pred Forte,202844
5622,Pred Mild,202845
5623,Blephamide,215703
5624,Pediapred,219136
5626,Orapred,285077
5627,MILLIPRED,795094
5628,Veripred,824886
5630,Temaril-P,897060
5631,Rayos,1303126
5632,Deltasone,227730
5633,Bonqat,2671055
5634,Lyrica,593441
5635,Citanest,151518
5639,Mysoline,203011
5640,Matulane,203801
5641,Compazine,203546
5642,Compro,285056
5643,Eazi-Breed CIDR,1251721
5644,Crinone,153581
5648,Prometrium,262140
5649,Endometrin,725095
5685,Phenergan,152218
5686,Promethegan,219442
5687,Phenadoz,541158
5688,Rythmol,82079
5689,Probanthine,224918
5690,Alcaine,203758
5693,Propoflo,1188474
5694,Propovan,1862106
5695,Diprivan,196459
5696,Propoven,884672
5697,Hemangeol,1495059
5698,Inderal,151890
5699,InnoPran,856468
5701,Benzedrex,227666
5711,Ceprotin,704876
5716,Motegrity,2107346
5717,Radiogardase,539398
5718,Wal-Act,1014651
5725,Zephrex-D,1358998
5726,Nexafed,1361510
5731,Sudafed,203302
5732,A-Phedrin,214907
5734,Aphedrid,215364
5737,Genac brand of pseudoephedrine/triprolidine,217282
5738,Genaphed,217295
5740,Q-Fed,219529
5741,Sudogest,220077
5742,Vi-Sudo,220801
5745,Contac Cold,602196
5747,Wal-Phed,643092
5756,Wal-Mucil,1087164
5757,Konsyl,151944
5758,Mucilin,2058494
5759,Hydrocil,217612
5760,Reguloid,219605
5761,Metamucil,6802
5762,Tubersol,220505
5763,Aplisol,227357
5765,RFD,1006852
5766,Nemex,1006856
5767,Strongid,1006860
5768,Equistrength,1010733
5769,Liqui-Vict 2X,1373116
5771,Worm Protector 2X,1432144
5772,Exodus,1433544
5774,Ascarel,215422
5782,Sentry HC Worm X DS,993297
5792,Mestinon,203001
5793,Regonol,219602
5827,Pediaclear,2176451
5830,Rebalance,1309303
5831,Daraprim,151583
5832,Doral,216726
5833,Seroquel,83553
5835,Accupril,72210
5837,Qualaquin,647128
5839,Vanflyta,2643055
5840,Tanovea,2003601
5841,Aciphex,261440
5842,Imogam,1652835
5843,Kedrab,1992532
5844,HyperRAB,583496
5845,RabAvert,219579
5846,Imovax,1659730
5847,Asthmanefrin,215456
5848,S-2,863965
5849,Xofigo,1424215
5850,Evista,217010
5851,Isentress,744843
5852,Rozerem,603159
5853,Altace,262418
5854,Cyramza,1535993
5855,Susvimo,2584859
5856,Byooviz,2602355
5857,Cimerli,2612677
5858,Lucentis,644298
5859,Zantac,152523
5860,Aspruzyo,2594754
5861,Ranexa,356778
5862,Azilect,635985
5863,Elitek,352620
5864,Ultomiris,2107321
5865,Stivarga,1312403
5868,Orgovyx,2472784
5870,Veklury,2395498
5871,Ryoncil,2700773
5872,Ultiva,153379
5873,Byfavo,2383947
5874,Prandin,219335
5875,Augtyro,2670650
5876,Cinqair,1746894
5877,Rezdiffra,2677900
5878,Acnomel,214988
5879,R A Acne,219570
5880,Rezamid,219649
5883,Mresvia,2685008
5884,Arexvy,2636595
5885,Abrysvo,2642144
5886,Altabax,716664
5887,Retavase,219642
5888,Zynyz,2632987
5889,Yupelri,2102780
5890,Revuforj,2698332
5891,Rezzayo,2639161
5892,RhoGAM,204300
5893,MICRhoGAM,204301
5894,WinRho,220945
5895,Rhophylac,470151
5896,HyperRHO,898569
5897,Moderiba,1486192
5898,Virazole,204276
