Generic Name,RXCUI,Therapeutic Class
tazemetostat,2274378,Methyltransferase Inhibitor
tazemetostat,2274378,Methyltransferase Inhibitors
tazemetostat,2274378,Multidrug and Toxin Extrusion Transporter 2 K Inhibitors
tazemetostat,2274378,"ANTINEOPLASTIC,OTHER"
tazobactam,37617,Cephalosporin antibacterial agent
tazobactam,37617,CEPHALOSPORIN 3RD GENERATION
tazobactam,37617,Other cephalosporins and penems
tazobactam,37617,EXTENDED SPECTRUM PENICILLINS
tazobactam,37617,"Combinations of penicillins, incl. beta-lactamase inhibitors"
tazobactam,37617,Tazobactam
tazobactam,37617,Drug Hypersensitivity
tazobactam,37617,beta Lactamase Inhibitors
tazobactam,37617,Beta-lactamase inhibitor antibacterial agent
tazobactam,37617,Beta-lactam antibacterial agent
tazobactam,37617,Beta-lactamase inhibitors
tazobactam,37617,beta Lactamase Inhibitor
tea leaf allergenic extract,2588807,Allergen extracts
tea leaf extract,968498,Allergens
tea leaf extract,968498,Dietary Proteins
tea leaf extract,968498,Plant Proteins
tea leaf extract,968498,Increased Histamine Release
tea leaf extract,968498,Cell-mediated Immunity
tea leaf extract,968498,Non-Standardized Food Allergenic Extract
tea leaf extract,968498,Non-Standardized Plant Allergenic Extract
tea tree oil,69627,Tea Tree Oil
tebentafusp,2590743,Uveal Melanoma
tebentafusp,2590743,Recombinant Fusion Proteins
tebentafusp,2590743,Other antineoplastic agents
tebentafusp,2590743,G-Protein-linked Receptor Interactions
tebentafusp,2590743,Increased Cytokine Activity
tebentafusp,2590743,CD3-directed Antibody Interactions
tebentafusp,2590743,CD3 Receptor Agonists
tebentafusp,2590743,Antibody-Surface Glycolipid Interactions
tebentafusp,2590743,Bispecific gp100 Peptide-HLA-directed CD3 T Cell Engager
tebentafusp,2590743,Glycoprotein 100 Peptide-Human Leukocyte Antigen-directed Antibody Interactions
tebentafusp,2590743,"ANTINEOPLASTIC,OTHER"
technetium,2571856,Bacterial Infections
technetium,2571856,Drug Hypersensitivity
technetium,2571856,Sodium Pertechnetate Tc 99m
technetium,2571856,Radiopharmaceutical Activity
technetium,2571856,Radioactive Diagnostic Agent
technetium,2571856,Diagnostic Agent
technetium,2571856,Cysteine
technetium,2571856,Organotechnetium Compounds
technetium,2571856,Technetium (99mTc) compounds
technetium,2571856,Dextrans
technetium,2571856,Mannans
technetium,2571856,Technetium Tc 99m Pentetate
technetium,2571856,Technetium Tc 99m Sulfur Colloid
technetium,2571856,"Technetium (99mTc), particles and colloids"
technetium,2571856,Technetium Tc 99m Exametazime
technetium,2571856,Technetium Tc 99m Sestamibi
technetium,2571856,Technetium Tc 99m Pyrophosphate
technetium,2571856,Technetium Tc 99m Medronate
technetium,2571856,Various thyroid diagnostic radiopharmaceuticals
technetium,2571856,"Antibodies, Monoclonal"
technetium,2571856,Technetium
technetium,2571856,Technetium Tc 99m Disofenin
technetium,2571856,Technetium radioisotope-containing product
teclistamab,2619426,Multiple Myeloma
teclistamab,2619426,Antibody-Receptor Interactions
teclistamab,2619426,CD3-directed Antibody Interactions
teclistamab,2619426,Antibody-Surface Antigen Interactions
teclistamab,2619426,Other monoclonal antibodies and antibody drug conjugates
teclistamab,2619426,"ANTINEOPLASTIC,OTHER"
tecovirimat,2055104,Smallpox
tecovirimat,2055104,Viral Envelope Wrapping Protein Inhibitors
tecovirimat,2055104,Antiviral agent
tecovirimat,2055104,Benzamide structure-containing product
tecovirimat,2055104,Benzamides
tecovirimat,2055104,Phthalimides
tecovirimat,2055104,Other antivirals
tecovirimat,2055104,Cytochrome P450 2C19 Inhibitors
tecovirimat,2055104,Cytochrome P450 2C8 Inhibitors
tecovirimat,2055104,Breast Cancer Resistance Protein Inhibitors
tecovirimat,2055104,Cytochrome P450 3A Inducers
tecovirimat,2055104,Orthopoxvirus VP37 Envelope Wrapping Protein Inhibitor
tecovirimat,2055104,ANTIVIRALS
tedizolid,1540825,Oxazoles
tedizolid,1540825,Organophosphates
tedizolid,1540825,Staphylococcal Infections
tedizolid,1540825,Streptococcal Infections
tedizolid,1540825,"Skin Diseases, Bacterial"
tedizolid,1540825,Protein Synthesis Inhibitors
tedizolid,1540825,Decreased Protein Synthesis
tedizolid,1540825,Antibacterial Agent
tedizolid,1540825,Oxazolidinone antibacterial agent
tedizolid,1540825,Tetrazoles
tedizolid,1540825,Oxazolidinones
tedizolid,1540825,Other antibacterials
tedizolid,1540825,Oxazolidinone Antibacterial
tedizolid,1540825,Breast Cancer Resistance Protein Inhibitors
tedizolid,1540825,"ANTI-INFECTIVES,OTHER"
teduglutide,1364468,Polypeptide-containing product
teduglutide,1364468,Glucagon-like peptide 2 receptor agonist-containing product
teduglutide,1364468,Various alimentary tract and metabolism products
teduglutide,1364468,Peptides
teduglutide,1364468,Short Bowel Syndrome
teduglutide,1364468,Glucagon-Like Peptide 2
teduglutide,1364468,Glucagon-like Peptide-2 (GLP-2) Agonists
teduglutide,1364468,GLP-2 Analog
teduglutide,1364468,"GASTRIC MEDICATIONS,OTHER"
teferrol,37744,Ferric Compounds
tegafur,4582,Pyrimidine analog antineoplastic agent
tegafur,4582,Thymidylate synthase inhibitor-containing product
tegafur,4582,Tegafur
tegafur,4582,Pyrimidine analogues
tegaserod,139778,Azole-containing product
tegaserod,139778,Other drugs for constipation
tegaserod,139778,Tissue Adhesions
tegaserod,139778,Constipation
tegaserod,139778,Gallbladder Diseases
tegaserod,139778,Indoles
tegaserod,139778,Intestinal Obstruction
tegaserod,139778,Liver Diseases
tegaserod,139778,Irritable Bowel Syndrome
tegaserod,139778,Renal Insufficiency
tegaserod,139778,Serotonin Agonists
tegaserod,139778,Decreased Enteric Nervous System Serotonin Activity
tegaserod,139778,Decreased Sphincter of Odi Tone
tegaserod,139778,Increased Large Intestinal Motility
tegaserod,139778,Increased Sphincter of Odi Tone
tegaserod,139778,Stimulation Large Intestine Fluid/Electrolyte Secretion
tegaserod,139778,Serotonin 4 Receptor Agonists
tegaserod,139778,Serotonin-4 Receptor Agonist
teicoplanin,57021,Glycopeptide antibacterial agent
teicoplanin,57021,Teicoplanin
teicoplanin,57021,Glycopeptide antibacterials
telaprevir,1102261,Hepatitis C virus NS3/4A protease inhibitor-containing product
telaprevir,1102261,Peptide-containing product
telaprevir,1102261,Pyrazine-containing product
telaprevir,1102261,Antiviral agent
telaprevir,1102261,Cyclopropane structure-containing product
telaprevir,1102261,Oligopeptides
telaprevir,1102261,Pregnancy
telaprevir,1102261,"Hepatitis C, Chronic"
telaprevir,1102261,Antivirals for treatment of HCV infections
telaprevir,1102261,HCV NS3/4A Protease Inhibitors
telaprevir,1102261,P-Glycoprotein Inhibitors
telaprevir,1102261,Organic Anion Transporting Polypeptide 1B1 Inhibitors
telaprevir,1102261,Organic Anion Transporting Polypeptide 2B1 Inhibitors
telaprevir,1102261,Cytochrome P450 3A Inhibitors
telavancin,473837,"ANTI-INFECTIVES,OTHER"
telavancin,473837,Glycopeptide antibacterials
telavancin,473837,Glycopeptide antibacterial agent
telavancin,473837,Lipoglycopeptides
telavancin,473837,Aminoglycosides
telavancin,473837,Drug Hypersensitivity
telavancin,473837,Pneumonia
telavancin,473837,"Skin Diseases, Infectious"
telavancin,473837,Staphylococcal Infections
telavancin,473837,Streptococcal Infections
telavancin,473837,Decreased Cell Membrane Integrity
telavancin,473837,Decreased Cell Wall Synthesis & Repair
telavancin,473837,Antibacterial Agent
telavancin,473837,Lipoglycopeptide Antibacterial
telbivudine,474128,Nitrogen and/or nitrogen compound-containing product
telbivudine,474128,Antiviral agent
telbivudine,474128,Telbivudine
telbivudine,474128,"Hepatitis B, Chronic"
telbivudine,474128,Nucleoside and nucleotide reverse transcriptase inhibitors
telbivudine,474128,Decreased Reverse Transcription to DNA
telbivudine,474128,Increased Immunologically Active Molecule Activity
telbivudine,474128,Nucleoside Reverse Transcriptase Inhibitors
telithromycin,274786,Macrolide antibacterial agent
telithromycin,274786,Ketolide-containing product
telithromycin,274786,Bacterial Infections
telithromycin,274786,Colchicine
telithromycin,274786,Drug Hypersensitivity
telithromycin,274786,Kidney Diseases
telithromycin,274786,Liver Diseases
telithromycin,274786,Myasthenia Gravis
telithromycin,274786,Pimozide
telithromycin,274786,Cisapride
telithromycin,274786,Ketolides
telithromycin,274786,"Chemical and Drug Induced Liver Injury, Chronic"
telithromycin,274786,Macrolides
telithromycin,274786,Protein Synthesis Inhibitors
telithromycin,274786,Decreased Protein Synthesis
telithromycin,274786,Ketolide Antibacterial
telithromycin,274786,Antibacterial Agent
tellurium,1311384,Tellurium
telmesteine,85929,Thiazolidines
telmisartan,73494,"Angiotensin II receptor blockers (ARBs), plain"
telmisartan,73494,ANGIOTENSIN II INHIBITOR
telmisartan,73494,Angiotensin II receptor blockers (ARBs) and diuretics
telmisartan,73494,ANTIHYPERTENSIVE COMBINATIONS
telmisartan,73494,Benzimidazole-containing product
telmisartan,73494,Angiotensin II receptor antagonist-containing product
telmisartan,73494,Telmisartan
telmisartan,73494,Diabetic Nephropathies
telmisartan,73494,Drug Hypersensitivity
telmisartan,73494,Heart Failure
telmisartan,73494,Hyperaldosteronism
telmisartan,73494,Hypertension
telmisartan,73494,Hypotension
telmisartan,73494,Pregnancy
telmisartan,73494,"Ventricular Dysfunction, Left"
telmisartan,73494,Angiotensin 2 Receptor Antagonists
telmisartan,73494,Decreased Intravascular Volume
telmisartan,73494,Decreased Mineralocorticoid Secretion
telmisartan,73494,Decreased Renal K+ Excretion
telmisartan,73494,Increased Renal Na+ Excretion
telmisartan,73494,Renal Arterial Vasoconstriction
telmisartan,73494,Renal Arterial Vasodilation
telmisartan,73494,Angiotensin 2 Receptor Blocker
telmisartan,73494,Decreased Blood Pressure
telmisartan,73494,Angiotensin II receptor blockers (ARBs) and calcium channel blockers
telotristat,1872382,Nitrogen and/or nitrogen compound-containing product
telotristat,1872382,Tryptophan hydroxylase inhibitor-containing product
telotristat,1872382,Various alimentary tract and metabolism products
telotristat,1872382,Diarrhea
telotristat,1872382,Malignant Carcinoid Syndrome
telotristat,1872382,Phenylalanine
telotristat,1872382,Pyrimidines
telotristat,1872382,Decreased Serotonin Production
telotristat,1872382,Tryptophan Hydroxylase Inhibitors
telotristat,1872382,Tryptophan Hydroxylase Inhibitor
telotristat ethyl,1872441,Diarrhea
telotristat ethyl,1872441,Malignant Carcinoid Syndrome
telotristat ethyl,1872441,Phenylalanine
telotristat ethyl,1872441,Pyrimidines
telotristat ethyl,1872441,Decreased Serotonin Production
telotristat ethyl,1872441,Tryptophan Hydroxylase Inhibitors
telotristat ethyl,1872441,Various alimentary tract and metabolism products
telotristat ethyl,1872441,ANTIDIARRHEAL AGENTS
temafloxacin,37771,Respiratory Tract Infections
temafloxacin,37771,Urinary Tract Infections
temafloxacin,37771,"Skin Diseases, Bacterial"
temafloxacin,37771,Fluoroquinolones
temafloxacin,37771,Reproductive Tract Infections
temafloxacin,37771,Decreased DNA Replication
temafloxacin,37771,Decreased Transcription to RNA
temafloxacin,37771,DNA Gyrase Inhibitors
temafloxacin,37771,Topoisomerase 4 Inhibitors
temafloxacin,37771,Fluoroquinolone antibacterial agent
temazepam,10355,Benzodiazepine-containing product
temazepam,10355,Benzodiazepines
temazepam,10355,Depressive Disorder
temazepam,10355,Drug Hypersensitivity
temazepam,10355,Sleep Initiation and Maintenance Disorders
temazepam,10355,Pregnancy
temazepam,10355,Temazepam
temazepam,10355,"Glaucoma, Angle-Closure"
temazepam,10355,Panic Disorder
temazepam,10355,GABA A Modulators
temazepam,10355,Increased Central Nervous System GABA Activity
temazepam,10355,Benzodiazepine
temazepam,10355,Benzodiazepine derivatives
temazepam,10355,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
temazepam,10355,SCHEDULE IV
temocillin,37775,Antipseudomonal penicillin antibacterial agent
temocillin,37775,Bacterial Infections
temocillin,37775,Drug Hypersensitivity
temocillin,37775,Penicillins
temocillin,37775,Penicillins with extended spectrum
temocillin,37775,Decreased Cell Wall Integrity
temocillin,37775,Decreased Cell Wall Synthesis & Repair
temocillin,37775,Transpeptidase Inhibitors
temoporfin,115243,Antineoplastic agent
temoporfin,115243,Azole-containing product
temoporfin,115243,Mesoporphyrins
temoporfin,115243,Sensitizers used in photodynamic/radiation therapy
temozolomide,37776,"ANTINEOPLASTICS,ALKYLATING AGENTS"
temozolomide,37776,Other alkylating agents
temozolomide,37776,Alkylating agent-containing product
temozolomide,37776,Triazene antineoplastic agent
temozolomide,37776,Temozolomide
temozolomide,37776,Drug Hypersensitivity
temozolomide,37776,Glioblastoma
temozolomide,37776,Melanoma
temozolomide,37776,Pregnancy
temozolomide,37776,Alkylating Activity
temozolomide,37776,Decreased DNA Integrity
temozolomide,37776,Decreased DNA Replication
temozolomide,37776,Alkylating Drug
temsirolimus,657797,Immunomodulator-containing product
temsirolimus,657797,Antineoplastic agent
temsirolimus,657797,Protein kinase inhibitor-containing product
temsirolimus,657797,Macrolide-containing product
temsirolimus,657797,Nitrogen and/or nitrogen compound-containing product
temsirolimus,657797,"Carcinoma, Renal Cell"
temsirolimus,657797,Hyperbilirubinemia
temsirolimus,657797,Sirolimus
temsirolimus,657797,Mammalian target of rapamycin (mTOR) kinase inhibitors
temsirolimus,657797,Protein Kinase Inhibitors
temsirolimus,657797,Kinase Inhibitor
temsirolimus,657797,mTOR Inhibitors
temsirolimus,657797,Cellular Proliferation Alteration
temsirolimus,657797,"ANTINEOPLASTIC,OTHER"
tenapanor,2199674,"Child, Preschool"
tenapanor,2199674,Intestinal Obstruction
tenapanor,2199674,Irritable Bowel Syndrome
tenapanor,2199674,Digestive/GI System Activity Alteration
tenapanor,2199674,Decreased Inorganic Ion Absorption
tenapanor,2199674,Antiporter Interactions
tenapanor,2199674,Sulfonamide-containing product
tenapanor,2199674,Other drugs for constipation
tenapanor,2199674,Isoquinolines
tenapanor,2199674,Sulfonamides
tenapanor,2199674,Organic Anion Transporting Polypeptide 2B1 Inhibitors
tenapanor,2199674,Sodium-Hydrogen Exchanger 3 Inhibitor
tenapanor,2199674,Sodium-Hydrogen Exchanger 3 Inhibitors
tenapanor,2199674,"GASTRIC MEDICATIONS,OTHER"
tenecteplase,259280,Plasminogen activator-containing product
tenecteplase,259280,Protein-containing product
tenecteplase,259280,Enzymes
tenecteplase,259280,Tenecteplase
tenecteplase,259280,Arteriovenous Malformations
tenecteplase,259280,Brain Injuries
tenecteplase,259280,Brain Neoplasms
tenecteplase,259280,Cerebral Infarction
tenecteplase,259280,Coronary Aneurysm
tenecteplase,259280,Coronary Thrombosis
tenecteplase,259280,Drug Hypersensitivity
tenecteplase,259280,Hemorrhage
tenecteplase,259280,Hemorrhagic Disorders
tenecteplase,259280,Hypertension
tenecteplase,259280,Myocardial Infarction
tenecteplase,259280,Spinal Cord Injuries
tenecteplase,259280,Thrombocytopenia
tenecteplase,259280,Cerebrovascular Trauma
tenecteplase,259280,Tissue Plasminogen Activators
tenecteplase,259280,Increased Thrombolysis
tenecteplase,259280,THROMBOLYTICS
teniposide,10362,Mitotic inhibitor-containing product
teniposide,10362,Podophyllotoxin and/or podophyllotoxin derivative antineoplastic agent
teniposide,10362,Drug Hypersensitivity
teniposide,10362,"Leukemia, Lymphoid"
teniposide,10362,Lung Neoplasms
teniposide,10362,Pregnancy
teniposide,10362,Teniposide
teniposide,10362,"Carcinoma, Small Cell"
teniposide,10362,Podophyllotoxin derivatives
teniposide,10362,Topoisomerase Inhibitors
teniposide,10362,Decreased DNA Integrity
teniposide,10362,"ANTINEOPLASTIC,OTHER"
tenofovir,117466,Reverse transcriptase inhibitor-containing product
tenofovir,117466,Carboxylic acid and/or carboxylic acid derivative-containing product
tenofovir,117466,Antiretroviral agent
tenofovir,117466,Tenofovir
tenofovir,117466,Acquired Immunodeficiency Syndrome
tenofovir,117466,Drug Hypersensitivity
tenofovir,117466,"Hepatitis B, Chronic"
tenofovir,117466,Decreased Reverse Transcription to DNA
tenofovir,117466,Increased Immunologically Active Molecule Activity
tenofovir,117466,Nucleoside Reverse Transcriptase Inhibitors
tenofovir,117466,Nucleosides
tenofovir,117466,Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor
tenofovir,117466,Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor
tenofovir alafenamide,1721603,Tenofovir
tenofovir alafenamide,1721603,Alanine
tenofovir alafenamide,1721603,"Hepatitis B, Chronic"
tenofovir alafenamide,1721603,Nucleoside and nucleotide reverse transcriptase inhibitors
tenofovir alafenamide,1721603,Decreased Reverse Transcription to DNA
tenofovir alafenamide,1721603,Nucleoside Reverse Transcriptase Inhibitors
tenofovir alafenamide,1721603,Acquired Immunodeficiency Syndrome
tenofovir alafenamide,1721603,Drug Hypersensitivity
tenofovir alafenamide,1721603,Increased Immunologically Active Molecule Activity
tenofovir alafenamide,1721603,"Antivirals for treatment of HIV infections, combinations"
tenofovir alafenamide,1721603,ANTIVIRALS
tenofovir disoproxil,300195,"Antivirals for treatment of HIV infections, combinations"
tenofovir disoproxil,300195,ANTIVIRALS
tenofovir disoproxil,300195,Nucleoside and nucleotide reverse transcriptase inhibitors
tenofovir disoproxil,300195,"Hepatitis B, Chronic"
tenofovir disoproxil,300195,Decreased Reverse Transcription to DNA
tenofovir disoproxil,300195,Nucleoside Reverse Transcriptase Inhibitors
tenofovir disoproxil,300195,Tenofovir
tenofovir disoproxil,300195,Acquired Immunodeficiency Syndrome
tenofovir disoproxil,300195,Drug Hypersensitivity
tenofovir disoproxil,300195,Increased Immunologically Active Molecule Activity
tenonitrozole,236186,Protozoan Infections
tenonitrozole,236186,Trichomonas Infections
tenonitrozole,236186,Other agents against amoebiasis and other protozoal diseases
tenoxicam,37790,Oxicams
tenoxicam,37790,Piroxicam
teplizumab,2621880,Other drugs used in diabetes
teplizumab,2621880,"Diabetes Mellitus, Type 1"
teplizumab,2621880,"Antibodies, Monoclonal, Humanized"
teplizumab,2621880,CD3-directed Antibody Interactions
teplizumab,2621880,Antibody-Surface Antigen Interactions
teplizumab,2621880,CD3-directed Antibody
teplizumab,2621880,"HYPOGLYCEMIC AGENTS,OTHER"
tepotinib,2477103,Protein-tyrosine kinase inhibitor-containing product
tepotinib,2477103,Antineoplastic agent
tepotinib,2477103,Nitrogen and/or nitrogen compound-containing product
tepotinib,2477103,Piperidines
tepotinib,2477103,Pyridazines
tepotinib,2477103,Pyrimidines
tepotinib,2477103,Other protein kinase inhibitors
tepotinib,2477103,Kinase Inhibitors
tepotinib,2477103,Kinase Inhibitor
tepotinib,2477103,P-Glycoprotein Inhibitors
tepotinib,2477103,Mesenchymal Epithelial Transition Inhibitors
tepotinib,2477103,"ANTINEOPLASTIC,OTHER"
tepraloxydim,2549831,Cyclohexanones
tepraloxydim,2549831,Oximes
teprotumumab,2274803,Graves Ophthalmopathy
teprotumumab,2274803,"Antibodies, Monoclonal, Humanized"
teprotumumab,2274803,Antibody-Receptor Interactions
teprotumumab,2274803,Monoclonal antibody-containing product
teprotumumab,2274803,Monoclonal antibodies
teprotumumab,2274803,Insulin-like Growth Factor-1 Receptor Inhibitor
teprotumumab,2274803,Insulin-like Growth Factor-1 Receptor Inhibitors
teprotumumab,2274803,"HORMONES/SYNTHETICS/MODIFIERS,OTHER"
terazosin,37798,Drug Hypersensitivity
terazosin,37798,Hypertension
terazosin,37798,Hypotension
terazosin,37798,Prazosin
terazosin,37798,Prostatic Hyperplasia
terazosin,37798,Quinazolines
terazosin,37798,Urinary Retention
terazosin,37798,Adrenergic alpha-Antagonists
terazosin,37798,Arterial Vasodilation
terazosin,37798,Decreased Bladder Sphincter Tone
terazosin,37798,Venous Vasodilation
terazosin,37798,Decreased Blood Pressure
terazosin,37798,ALPHA BLOCKERS/RELATED
terazosin,37798,Alpha-adrenoreceptor antagonists
terazosin,37798,Alpha-1 adrenergic receptor antagonist-containing product
terazosin,37798,alpha-Adrenergic Blocker
terbinafine,37801,Other antifungals for topical use
terbinafine,37801,"ANTIFUNGAL,TOPICAL"
terbinafine,37801,Terbinafine
terbinafine,37801,"Candidiasis, Chronic Mucocutaneous"
terbinafine,37801,Drug Hypersensitivity
terbinafine,37801,Kidney Diseases
terbinafine,37801,Liver Diseases
terbinafine,37801,Tinea Capitis
terbinafine,37801,Tinea Pedis
terbinafine,37801,Onychomycosis
terbinafine,37801,Tinea Versicolor
terbinafine,37801,Decreased Cell Wall Integrity
terbinafine,37801,Ergosterol Synthesis Inhibitors
terbinafine,37801,Antifungal Agent
terbinafine,37801,ANTIFUNGALS
terbinafine,37801,Antifungals for systemic use
terbinafine,37801,Naphthalene-containing product
terbinafine,37801,Antifungal agent
terbinafine,37801,Allylamine
terbinafine,37801,Allylamine Antifungal
terbium,1367186,Terbium
terbutaline,10368,Selective beta-2 agonist-containing product
terbutaline,10368,Ethanolamine and/or ethanolamine derivative-containing product
terbutaline,10368,Asthma
terbutaline,10368,Drug Hypersensitivity
terbutaline,10368,Tachycardia
terbutaline,10368,Terbutaline
terbutaline,10368,Drug-Related Side Effects and Adverse Reactions
terbutaline,10368,Bronchodilation
terbutaline,10368,Decreased Uterine Smooth Muscle Contraction or Tone
terbutaline,10368,Adrenergic beta2-Agonists
terbutaline,10368,Selective beta-2-adrenoreceptor agonists
terbutaline,10368,Hypersensitivity
terbutaline,10368,SYMPATHOMIMETICS (ADRENERGICS)
terbutaline,10368,"BRONCHODILATORS,SYMPATHOMIMETIC,ORAL"
terconazole,37806,Triazole derivatives
terconazole,37806,"ANTI-INFECTIVES,VAGINAL"
terconazole,37806,Triazole antifungal agent
terconazole,37806,Azoles
terconazole,37806,"Candidiasis, Vulvovaginal"
terconazole,37806,Drug Hypersensitivity
terconazole,37806,Triazoles
terconazole,37806,Decreased Cell Membrane Integrity
terconazole,37806,14-alpha Demethylase Inhibitors
terconazole,37806,Azole Antifungal
terconazole,37806,Antifungal Agent
terfenadine,42330,Other antihistamines for systemic use
terfenadine,42330,Histamine H1 receptor antagonist-containing product
terfenadine,42330,"Rhinitis, Allergic, Seasonal"
terfenadine,42330,Skin Diseases
terfenadine,42330,Terfenadine
terfenadine,42330,"Rhinitis, Allergic"
terfenadine,42330,Histamine H1 Receptor Antagonists
terfenadine,42330,Decreased Histamine Activity
teriflunomide,1310520,Immunomodulator-containing product
teriflunomide,1310520,Leflunomide
teriflunomide,1310520,Crotonates
teriflunomide,1310520,Drug Hypersensitivity
teriflunomide,1310520,Hydroxybutyrates
teriflunomide,1310520,Liver Diseases
teriflunomide,1310520,Nitriles
teriflunomide,1310520,Pregnancy
teriflunomide,1310520,Toluidines
teriflunomide,1310520,"Multiple Sclerosis, Relapsing-Remitting"
teriflunomide,1310520,Dihydroorotate dehydrogenase (DHODH) inhibitors
teriflunomide,1310520,Dihydroorotate Dehydrogenase Inhibitors
teriflunomide,1310520,Pyrimidine Synthesis Inhibitor
teriflunomide,1310520,"MUSCULOSKELETAL AGENTS,OTHER"
teriparatide,32915,Drug Hypersensitivity
teriparatide,32915,"Osteoporosis, Postmenopausal"
teriparatide,32915,Teriparatide
teriparatide,32915,Hormone Receptor Agonists
teriparatide,32915,Bone Formation Stimulation
teriparatide,32915,Decreased Renal Ca++ Excretion
teriparatide,32915,Decreased Renal PO4-- Excretion
teriparatide,32915,Stimulation Small Intestine Fluid/Electrolyte Absorption
teriparatide,32915,Parathyroid hormones and analogues
teriparatide,32915,PARATHYROID
teriparatide,32915,"HORMONES/SYNTHETICS/MODIFIERS,OTHER"
teriparatide,32915,Hypoparathyroidism
teriparatide,32915,Increased PTH Secretion
teriparatide,32915,Parathyroid and/or parathyroid hormone derivative-containing product
teriparatide,32915,Parathyroid Hormone
teriparatide,32915,Parathyroid Hormone Analog
terizidone,57047,Isoxazoles
terizidone,57047,Oxazolidinones
terizidone,57047,Other drugs for treatment of tuberculosis
terlipressin,57048,Vasopressin and analogues
terlipressin,57048,POSTERIOR PITUITARY
terlipressin,57048,Posterior pituitary hormone-containing product
terlipressin,57048,Peptide hormone-containing product
terlipressin,57048,Terlipressin
terlipressin,57048,Vasopressin Receptor Agonist
terlipressin,57048,Vasopressin Receptor Agonists
Terminalia chebula fruit extract,1311683,Plant Extracts
terodiline,37815,Butylamines
terodiline,37815,Urinary Incontinence
terodiline,37815,Calcium Channel Antagonists
terodiline,37815,Decreased Parasympathetic Activity
terodiline,37815,Drugs for urinary frequency and incontinence
terpin hydrate,89916,Menthol
terpinolene,2380832,Cyclohexane Monoterpenes
terpinyl acetate,1312739,Terpenes
tert-butyl acetate,2668412,Acetates
tert-butyl alcohol,1363061,tert-Butyl Alcohol
tertatolol,37840,Hypertension
tertatolol,37840,Propanolamines
tertatolol,37840,Adrenergic beta-Antagonists
tertatolol,37840,Decreased Blood Pressure
tertatolol,37840,"Beta blocking agents, non-selective"
tertatolol,37840,Thiophenes
tesamorelin,1044584,Drug Hypersensitivity
tesamorelin,1044584,Craniocerebral Trauma
tesamorelin,1044584,Hypopituitarism
tesamorelin,1044584,Neoplasms
tesamorelin,1044584,Pituitary Neoplasms
tesamorelin,1044584,Pregnancy
tesamorelin,1044584,HIV-Associated Lipodystrophy Syndrome
tesamorelin,1044584,Insulin-like Growth Factor-1 Receptor Interactions
tesamorelin,1044584,Increased Growth Hormone Secretion
tesamorelin,1044584,Increased GHRH Activity
tesamorelin,1044584,Pituitary Gland Activity Alteration
tesamorelin,1044584,Somatotropin releasing factor-containing product
tesamorelin,1044584,Growth Hormone-Releasing Hormone
tesamorelin,1044584,Somatropin and somatropin agonists
tesamorelin,1044584,Growth Hormone Releasing Factor Analog
tesamorelin,1044584,"HORMONES/SYNTHETICS/MODIFIERS,OTHER"
testolactone,10378,Antineoplastic agent
testolactone,10378,Steroid-containing product
testolactone,10378,Breast Neoplasms
testolactone,10378,Drug Hypersensitivity
testolactone,10378,Testolactone
testolactone,10378,Enzyme Inhibitors
testolactone,10378,Testicular Endocrine Activity Alteration
testolactone,10378,SCHEDULE III
testosterone,10379,3-oxoandrosten (4) derivatives
testosterone,10379,ANDROGENS/ANABOLICS
testosterone,10379,SCHEDULE III
testosterone,10379,Anabolic steroid-containing product
testosterone,10379,Testosterone and/or testosterone derivative-containing product
testosterone,10379,Androstanes
testosterone,10379,Breast Neoplasms
testosterone,10379,Drug Hypersensitivity
testosterone,10379,"Genital Diseases, Male"
testosterone,10379,Heart Failure
testosterone,10379,Hemorrhage
testosterone,10379,Hypogonadism
testosterone,10379,Pregnancy
testosterone,10379,Prostatic Hyperplasia
testosterone,10379,Prostatic Neoplasms
testosterone,10379,"Puberty, Delayed"
testosterone,10379,Testosterone
testosterone,10379,"Breast Neoplasms, Male"
testosterone,10379,Renal Insufficiency
testosterone,10379,Androgen Receptor Agonists
testosterone,10379,Stimulate Penile Development
testosterone,10379,Androgen
testosterone,10379,"Genital Diseases, Female"
testosterone,10379,Testosterone Propionate
testosterone,10379,Androgens and estrogens
testosterone 17-phenylpropionate,37855,Testosterone Propionate
tetanus immune globulin,1727875,IMMUNOGLOBULINS
tetanus immune globulin,1727875,Specific immunoglobulins
tetanus immune globulin,1727875,Drug Hypersensitivity
tetanus immune globulin,1727875,Tetanus
tetanus immune globulin,1727875,Antibody-Receptor Interactions
tetanus immune globulin,1727875,Passively Acquired Immunity
tetanus immune globulin,1727875,Antigen Neutralization
tetanus immune globulin,1727875,Antibody-containing product
tetanus immune globulin,1727875,Passive immunity stimulant agent
tetanus toxin,1735049,Tetanus Toxin
"tetanus toxoid vaccine, inactivated",798306,DTaP-IPV
"tetanus toxoid vaccine, inactivated",798306,"tetanus toxoid, adsorbed"
"tetanus toxoid vaccine, inactivated",798306,DTaP-Hep B-IPV
"tetanus toxoid vaccine, inactivated",798306,HepB
